case,x0,y0,x1,y1,stratum,lq_gt_gradient_difference,psnr_lq,psnr_h50,psnr_h200,ssim_lq,ssim_h50,ssim_h200,lpips_lq,lpips_h50,lpips_h200
case4,2048,1792,2304,2048,mid,13.054129,18.025316,18.075498,16.189021,0.293416,0.295578,0.240139,0.779554,0.688054,0.534348
case4,2304,1792,2560,2048,high,14.247284,17.022991,17.019490,15.570149,0.257100,0.259332,0.214189,0.789315,0.707993,0.570152
case4,2560,1792,2816,2048,high,16.131863,16.033532,16.070491,14.759171,0.202244,0.205667,0.185470,0.827794,0.782586,0.734234
case4,2816,1792,3072,2048,high,14.219376,16.811387,16.861705,16.587766,0.277188,0.282785,0.275777,0.779268,0.740610,0.692383
case4,3072,1792,3328,2048,mid,13.222937,17.619678,17.699295,17.389520,0.293739,0.297397,0.292912,0.801720,0.769040,0.705629
case4,3328,1792,3584,2048,mid,10.755463,18.933433,19.005921,18.769658,0.348878,0.353212,0.343707,0.760497,0.701749,0.622260
case4,3584,1792,3840,2048,high,15.319423,17.342369,17.399929,16.894725,0.241906,0.243806,0.209524,0.828293,0.751275,0.589430
case4,3840,1792,4096,2048,high,14.621332,17.522479,17.527968,16.268071,0.261301,0.261178,0.182112,0.834890,0.704062,0.472390
case4,0,2048,256,2304,mid,11.435242,17.139940,17.094030,15.049026,0.317957,0.327651,0.291965,0.827164,0.668941,0.641680
case4,256,2048,512,2304,low,9.980423,19.732179,19.797388,18.240265,0.339815,0.338017,0.274504,0.790058,0.716962,0.576452
case4,512,2048,768,2304,mid,11.763906,16.931454,16.944805,15.527336,0.291349,0.289787,0.227032,0.753879,0.662811,0.546553
case4,768,2048,1024,2304,low,8.134628,18.921403,18.921608,17.346414,0.440767,0.443369,0.389519,0.678769,0.559120,0.454113
case4,1024,2048,1280,2304,mid,10.784119,19.020960,19.089643,18.010786,0.346439,0.350706,0.305847,0.795776,0.727355,0.566404
case4,1280,2048,1536,2304,high,13.577271,16.596371,16.656489,15.196706,0.278198,0.285991,0.246676,0.814513,0.679410,0.490943
case4,1536,2048,1792,2304,high,14.792629,16.724469,16.794987,15.120018,0.224165,0.225739,0.175738,0.824664,0.740562,0.517095
case4,1792,2048,2048,2304,high,14.679189,16.884923,16.951327,15.071524,0.217393,0.218267,0.172112,0.851002,0.736699,0.556269
case4,2048,2048,2304,2304,mid,12.260620,17.522381,17.477687,14.625812,0.290439,0.289244,0.212098,0.756933,0.643725,0.529678
case4,2304,2048,2560,2304,high,13.970413,16.992502,17.000905,14.712414,0.263078,0.261682,0.175982,0.779532,0.661910,0.544328
case4,2560,2048,2816,2304,high,16.090832,16.304576,16.314941,15.165686,0.209340,0.208770,0.187488,0.814992,0.752976,0.617637
case4,2816,2048,3072,2304,high,15.247513,15.908896,15.895730,15.115066,0.243735,0.245435,0.220260,0.747995,0.676817,0.572893
case4,3072,2048,3328,2304,mid,11.689932,18.245400,18.273919,17.371311,0.313801,0.313372,0.267317,0.741684,0.672655,0.533751
case4,3328,2048,3584,2304,high,14.370463,17.339364,17.399214,16.859309,0.234336,0.235410,0.207283,0.842414,0.784391,0.698051
case4,3584,2048,3840,2304,high,15.430313,16.736875,16.807915,16.331304,0.258724,0.264077,0.240954,0.819881,0.740916,0.626723
case4,3840,2048,4096,2304,high,15.548532,16.686226,16.711732,15.448137,0.223261,0.223251,0.166349,0.769512,0.665400,0.532476
case4,0,2304,256,2560,mid,13.064647,16.024048,16.118459,14.215985,0.296571,0.313384,0.269009,0.748483,0.623208,0.564963
case4,256,2304,512,2560,high,13.750647,16.840937,16.868649,15.148705,0.252882,0.262631,0.226754,0.801128,0.663963,0.573808
case4,512,2304,768,2560,high,14.602830,17.076205,17.090530,15.459584,0.232597,0.231513,0.186694,0.826823,0.742594,0.593921
case4,768,2304,1024,2560,mid,12.314509,18.470638,18.482984,16.590203,0.317557,0.319365,0.278622,0.786830,0.698071,0.566774
case4,1024,2304,1280,2560,mid,13.222876,17.486531,17.534429,15.109398,0.238618,0.243377,0.194768,0.804857,0.723574,0.576950
case4,1280,2304,1536,2560,high,14.217316,17.034210,17.097356,14.515505,0.246909,0.249178,0.176430,0.838231,0.732962,0.548307
case4,1536,2304,1792,2560,high,13.392023,16.937500,17.005520,15.097905,0.236563,0.243381,0.200707,0.815117,0.698074,0.508606
case4,1792,2304,2048,2560,high,16.846939,15.697541,15.709968,13.436769,0.156522,0.155079,0.099544,0.884700,0.795328,0.590155
case4,2048,2304,2304,2560,high,14.990570,16.548194,16.551602,14.270582,0.191085,0.188440,0.132033,0.888173,0.780231,0.603218
case4,2304,2304,2560,2560,high,16.552837,16.392305,16.374782,14.052022,0.216997,0.211995,0.120063,0.823988,0.717914,0.550736
case4,2560,2304,2816,2560,high,16.640955,15.902261,15.957931,14.325858,0.202922,0.206596,0.175229,0.775742,0.670926,0.520854
case4,2816,2304,3072,2560,high,15.640808,17.019496,17.057276,16.442117,0.235215,0.237155,0.218129,0.832076,0.772509,0.594490
case4,3072,2304,3328,2560,low,9.514684,20.718392,20.751222,19.984811,0.402524,0.400784,0.362397,0.788286,0.741164,0.591389
case4,3328,2304,3584,2560,mid,11.684011,18.917233,18.955781,18.046702,0.319057,0.318928,0.278536,0.824352,0.755123,0.565393
case4,3584,2304,3840,2560,mid,11.037552,18.903853,18.979031,17.947430,0.314477,0.315394,0.273904,0.805717,0.740061,0.629093
case4,3840,2304,4096,2560,mid,11.424901,18.117712,18.154763,16.498300,0.306265,0.307300,0.231251,0.756434,0.646775,0.456086
case4,0,2560,256,2816,low,9.198079,19.773865,19.824435,17.184101,0.401133,0.398419,0.307475,0.745946,0.695267,0.580830
case4,256,2560,512,2816,mid,11.607199,19.864467,19.912264,17.867688,0.328987,0.328643,0.277062,0.805938,0.759536,0.577975
case4,512,2560,768,2816,mid,10.728659,20.452140,20.473516,18.634700,0.383017,0.382669,0.336566,0.852712,0.773651,0.592314
case4,768,2560,1024,2816,low,9.044449,21.018046,21.129548,18.408597,0.404447,0.405929,0.352499,0.807722,0.743288,0.537271
case4,1024,2560,1280,2816,mid,10.805176,19.099908,19.162149,16.284181,0.352671,0.356049,0.300211,0.795836,0.711525,0.578028
case4,1280,2560,1536,2816,mid,11.726923,16.761022,16.823579,14.020459,0.354751,0.372326,0.332959,0.749982,0.603635,0.543131
case4,1536,2560,1792,2816,low,9.120031,19.340729,19.275293,16.462963,0.398101,0.405872,0.372303,0.784255,0.661232,0.515192
case4,1792,2560,2048,2816,low,9.763306,19.654453,19.729690,18.098943,0.364225,0.370113,0.339195,0.799251,0.710516,0.527523
case4,2048,2560,2304,2816,high,13.674368,17.640820,17.656022,15.617322,0.249040,0.250160,0.207402,0.855737,0.738071,0.541071
case4,2304,2560,2560,2816,low,10.669281,18.873889,18.872867,15.723289,0.313250,0.310307,0.231202,0.780317,0.664461,0.522428
case4,2560,2560,2816,2816,high,15.016281,17.813722,17.773430,15.032929,0.258152,0.251800,0.149081,0.816543,0.718796,0.557749
case4,2816,2560,3072,2816,high,15.651209,17.143367,17.168069,15.641052,0.231637,0.230339,0.193162,0.809725,0.716628,0.589552
case4,3072,2560,3328,2816,low,8.941142,20.514539,20.497517,18.748791,0.449979,0.446760,0.356145,0.772473,0.660942,0.537366
case4,3328,2560,3584,2816,low,9.799936,20.084941,20.131515,17.796646,0.375336,0.372348,0.295901,0.818920,0.699402,0.542262
case4,3584,2560,3840,2816,low,9.330048,20.133214,20.159874,18.523166,0.407597,0.405525,0.356699,0.793456,0.725350,0.595209
case4,3840,2560,4096,2816,low,10.043721,18.983068,19.080294,17.559404,0.370498,0.368287,0.298094,0.764114,0.667036,0.543857
case4,0,2816,256,3072,mid,11.911693,18.666202,18.623203,14.858309,0.287516,0.281847,0.182288,0.814896,0.755133,0.686132
case4,256,2816,512,3072,low,10.468552,20.416516,20.448476,18.112966,0.353312,0.350354,0.285022,0.820764,0.743900,0.588239
case4,512,2816,768,3072,low,8.673990,21.943205,21.984481,20.854596,0.463118,0.460763,0.400231,0.773636,0.722080,0.515002
case4,768,2816,1024,3072,low,8.265951,22.035285,22.039635,20.481043,0.406182,0.403120,0.354242,0.780669,0.720704,0.537511
case4,1024,2816,1280,3072,low,5.802327,23.727239,23.732643,21.171635,0.559167,0.556969,0.498752,0.738822,0.695797,0.538120
case4,1280,2816,1536,3072,low,9.058380,19.696837,19.699102,15.949011,0.402358,0.402652,0.333638,0.775456,0.643215,0.549421
case4,1536,2816,1792,3072,low,8.921570,20.256193,20.329498,18.354027,0.407275,0.413059,0.361422,0.762528,0.677542,0.514254
case4,1792,2816,2048,3072,low,9.657002,19.606774,19.674381,18.412220,0.358226,0.364805,0.330951,0.798913,0.692576,0.516208
case4,2048,2816,2304,3072,mid,12.175058,19.833544,19.906560,18.067858,0.314819,0.316783,0.261002,0.830492,0.778238,0.599445
case4,2304,2816,2560,3072,high,13.628063,18.678730,18.665965,15.814316,0.279566,0.273297,0.159848,0.801521,0.749453,0.547772
case4,2560,2816,2816,3072,mid,12.172318,18.703136,18.688068,16.064405,0.301139,0.297078,0.173174,0.800029,0.691837,0.510975
case4,2816,2816,3072,3072,mid,12.912313,18.506532,18.505235,17.113999,0.302950,0.299571,0.239629,0.812207,0.719664,0.541324
case4,3072,2816,3328,3072,mid,11.035818,18.977834,18.976392,17.316265,0.348613,0.349316,0.302267,0.813786,0.691994,0.571964
case4,3328,2816,3584,3072,mid,10.742029,19.339480,19.405977,16.471801,0.347502,0.349233,0.271129,0.803791,0.661276,0.536449
case4,3584,2816,3840,3072,low,9.615413,20.094712,20.174474,18.033879,0.390115,0.388671,0.301252,0.793157,0.725365,0.631394
case4,3840,2816,4096,3072,mid,10.944937,18.447413,18.497839,18.018694,0.369279,0.375106,0.355212,0.792564,0.700947,0.548201
case5,0,0,256,256,low,2.105988,30.339241,29.678326,22.745150,0.898909,0.863516,0.490903,0.221112,0.327552,0.634612
case5,256,0,512,256,mid,3.013880,27.220963,27.849501,22.389238,0.841939,0.821429,0.598339,0.269459,0.268377,0.462842
case5,512,0,768,256,mid,2.613419,26.160525,27.794301,24.323439,0.894739,0.905336,0.779121,0.139300,0.202511,0.480227
case5,768,0,1024,256,low,1.393626,29.432052,30.580927,26.167665,0.925970,0.937154,0.856548,0.104502,0.158991,0.438827
case5,1024,0,1280,256,low,2.126124,29.226650,31.106789,24.682813,0.880023,0.894799,0.709200,0.201532,0.227095,0.473652
case5,1280,0,1536,256,low,1.078105,33.424509,34.637220,27.737566,0.941232,0.938675,0.738447,0.124549,0.178448,0.491581
case5,1536,0,1792,256,low,0.325684,43.641834,42.722538,39.240529,0.989539,0.982883,0.914344,0.039004,0.056786,0.322982
case5,1792,0,2048,256,low,2.116053,28.990085,29.571916,25.105322,0.911692,0.922508,0.867918,0.237332,0.159514,0.289482
case5,2048,0,2304,256,high,4.473277,25.108107,25.391758,21.338309,0.775723,0.787270,0.661187,0.474159,0.316786,0.510460
case5,2304,0,2560,256,high,3.887227,24.948650,25.375902,20.862650,0.756632,0.780968,0.671838,0.367372,0.305234,0.463131
case5,2560,0,2816,256,high,3.744512,25.537867,26.176357,21.366918,0.816517,0.838836,0.738027,0.494468,0.308101,0.418086
case5,2816,0,3072,256,low,0.645335,33.805092,34.996588,30.840816,0.975468,0.974170,0.890816,0.063708,0.056166,0.360643
case5,3072,0,3328,256,low,1.947606,30.138383,28.713792,23.674497,0.919861,0.913103,0.755490,0.165666,0.220186,0.494501
case5,3328,0,3584,256,high,4.254980,25.046635,26.913010,23.839716,0.815099,0.848451,0.717346,0.315655,0.212128,0.392507
case5,3584,0,3840,256,mid,2.879156,25.595432,26.552172,22.642817,0.856106,0.871801,0.705069,0.267268,0.286379,0.569050
case5,3840,0,4096,256,high,4.684764,22.543127,23.685981,20.725218,0.801059,0.839349,0.700258,0.276708,0.280920,0.530856
case5,0,256,256,512,mid,2.558167,29.078607,29.837277,23.598629,0.879407,0.870252,0.583684,0.248516,0.275556,0.562063
case5,256,256,512,512,mid,3.326884,26.029820,26.407365,21.457592,0.835591,0.819175,0.612836,0.268270,0.268699,0.432617
case5,512,256,768,512,mid,2.681875,26.580730,28.537072,25.281226,0.892769,0.925245,0.809285,0.149473,0.194312,0.514833
case5,768,256,1024,512,low,2.339905,26.230364,27.924408,24.767126,0.905901,0.924768,0.831009,0.153710,0.172303,0.465103
case5,1024,256,1280,512,low,2.066371,29.574250,31.160836,26.138516,0.882656,0.898454,0.772525,0.194894,0.225881,0.435754
case5,1280,256,1536,512,low,1.321421,33.282637,33.750406,27.883644,0.935855,0.940102,0.804230,0.132350,0.165836,0.413400
case5,1536,256,1792,512,low,1.698339,28.658523,29.444867,25.271786,0.937116,0.939603,0.869200,0.166954,0.117865,0.352927
case5,1792,256,2048,512,high,6.372604,22.107489,22.970352,19.744393,0.694589,0.732631,0.591010,0.678251,0.383397,0.532651
case5,2048,256,2304,512,high,3.463740,24.290216,25.842112,21.913382,0.831990,0.876661,0.812286,0.318018,0.192124,0.334198
case5,2304,256,2560,512,mid,3.193680,25.487819,27.010894,22.548805,0.847066,0.865035,0.797820,0.144381,0.153593,0.260653
case5,2560,256,2816,512,high,3.431946,24.753399,26.231283,22.157407,0.823708,0.851662,0.781009,0.441489,0.232873,0.325924
case5,2816,256,3072,512,high,4.479746,23.102626,24.528632,21.783638,0.789196,0.832440,0.748823,0.554082,0.261781,0.394433
case5,3072,256,3328,512,low,1.671199,31.559345,32.194247,26.295154,0.939333,0.936089,0.801208,0.131581,0.154484,0.464458
case5,3328,256,3584,512,high,3.871068,24.441616,26.739466,24.594176,0.807279,0.838274,0.717738,0.276531,0.241971,0.416319
case5,3584,256,3840,512,low,0.909129,32.049050,31.964538,29.300690,0.959556,0.944582,0.821358,0.079661,0.212969,0.502619
case5,3840,256,4096,512,mid,3.305725,26.124135,27.783652,24.178344,0.872630,0.904699,0.795561,0.181148,0.200038,0.475305
case5,0,512,256,768,mid,2.464900,29.167296,28.921535,23.893903,0.877778,0.883246,0.692170,0.212090,0.213919,0.442424
case5,256,512,512,768,high,4.449575,23.950228,25.456998,21.247644,0.785179,0.806938,0.665313,0.331578,0.265424,0.452025
case5,512,512,768,768,high,4.135757,22.977260,24.738444,22.100783,0.811613,0.868034,0.754835,0.281473,0.270670,0.529833
case5,768,512,1024,768,mid,2.590464,25.307979,26.427373,23.432456,0.884451,0.894012,0.770310,0.194044,0.248518,0.519435
case5,1024,512,1280,768,mid,2.468048,28.544322,29.394932,26.051888,0.876627,0.902728,0.815313,0.211858,0.223653,0.411392
case5,1280,512,1536,768,low,1.516230,31.001697,32.169603,29.902484,0.904076,0.914823,0.835270,0.131508,0.154142,0.365820
case5,1536,512,1792,768,high,4.763824,23.507915,24.655359,21.797411,0.788501,0.811474,0.726972,0.448017,0.245076,0.439710
case5,1792,512,2048,768,mid,3.371689,24.068064,24.643169,23.102937,0.823306,0.851482,0.803037,0.354704,0.198520,0.348201
case5,2048,512,2304,768,high,4.125488,23.010813,24.157261,21.471625,0.761520,0.808652,0.750326,0.517127,0.325385,0.466934
case5,2304,512,2560,768,mid,2.824621,24.621163,26.130204,22.300712,0.831285,0.863249,0.794536,0.351350,0.293044,0.378579
case5,2560,512,2816,768,low,1.501485,28.376012,30.271521,27.312563,0.931266,0.948755,0.924833,0.134214,0.080955,0.134410
case5,2816,512,3072,768,high,6.097478,21.910598,23.453213,21.135790,0.701772,0.775985,0.718574,0.640474,0.290108,0.388691
case5,3072,512,3328,768,mid,2.423818,27.174124,29.440775,24.934243,0.889068,0.913863,0.809895,0.244761,0.214194,0.460726
case5,3328,512,3584,768,high,3.895564,24.363237,25.635501,23.878141,0.813032,0.813053,0.700221,0.244389,0.226577,0.375660
case5,3584,512,3840,768,low,1.017319,31.785991,32.911712,30.481083,0.945705,0.946792,0.867102,0.104604,0.164583,0.412953
case5,3840,512,4096,768,high,3.488312,24.985929,26.726418,23.835238,0.879251,0.907628,0.823486,0.192114,0.223256,0.415345
case5,0,768,256,1024,mid,2.633718,28.116699,29.694203,24.307772,0.853299,0.894264,0.749773,0.240209,0.226202,0.453644
case5,256,768,512,1024,high,3.529140,25.993929,27.299999,23.743960,0.826608,0.841509,0.721830,0.280618,0.255845,0.437639
case5,512,768,768,1024,high,3.762532,23.794940,25.316701,23.175575,0.821845,0.862830,0.733749,0.272645,0.256968,0.516747
case5,768,768,1024,1024,mid,3.217936,27.012123,25.757579,20.815766,0.843067,0.816211,0.596515,0.301079,0.376274,0.612354
case5,1024,768,1280,1024,mid,2.630112,27.818326,27.294639,23.653874,0.875090,0.896217,0.816021,0.203426,0.252733,0.458134
case5,1280,768,1536,1024,low,2.130157,28.449385,30.441608,27.357218,0.886894,0.913738,0.847824,0.186541,0.153392,0.351585
case5,1536,768,1792,1024,high,6.473679,21.671759,21.919049,19.140469,0.730623,0.766371,0.670676,0.565652,0.309292,0.441209
case5,1792,768,2048,1024,high,4.234914,22.885935,23.307457,21.122970,0.766447,0.802405,0.737226,0.515427,0.286746,0.420329
case5,2048,768,2304,1024,mid,2.597911,25.585574,26.751418,23.946945,0.833579,0.877173,0.794342,0.380358,0.175733,0.362562
case5,2304,768,2560,1024,low,0.239919,35.081245,35.846986,34.891471,0.969615,0.967486,0.923168,0.045547,0.080643,0.315649
case5,2560,768,2816,1024,high,3.445989,24.380312,25.492785,23.308227,0.822120,0.847313,0.789039,0.473879,0.248551,0.354089
case5,2816,768,3072,1024,mid,2.626943,26.284124,26.594295,23.563680,0.883249,0.898049,0.848583,0.202271,0.123496,0.224754
case5,3072,768,3328,1024,high,4.420176,24.036420,26.028011,22.717070,0.823857,0.867166,0.743257,0.260148,0.211737,0.446276
case5,3328,768,3584,1024,high,3.720174,25.624306,27.214313,24.865967,0.835983,0.853597,0.738661,0.230606,0.214801,0.396352
case5,3584,768,3840,1024,low,0.945384,32.819273,33.162444,29.835863,0.960002,0.944874,0.860122,0.097267,0.173753,0.426617
case5,3840,768,4096,1024,mid,3.225566,25.430156,26.681034,23.513041,0.876644,0.896882,0.811598,0.203985,0.227586,0.422750
case5,0,1024,256,1280,mid,2.344538,28.394209,29.573887,25.583894,0.873998,0.898844,0.760722,0.205215,0.226653,0.444530
case5,256,1024,512,1280,high,3.539505,25.399896,26.693276,23.018068,0.830767,0.838472,0.699673,0.275025,0.274612,0.451437
case5,512,1024,768,1280,high,4.539241,24.851395,26.408344,23.355295,0.821847,0.838481,0.651789,0.273151,0.298806,0.538135
case5,768,1024,1024,1280,high,4.054881,26.877700,25.610860,20.947369,0.822055,0.800684,0.602263,0.265458,0.304072,0.513770
case5,1024,1024,1280,1280,mid,2.612335,28.126027,27.976021,23.943159,0.893902,0.905828,0.815160,0.188850,0.228995,0.442321
case5,1280,1024,1536,1280,mid,3.289205,25.946411,26.920639,22.491275,0.852429,0.865560,0.751835,0.207351,0.220528,0.394635
case5,1536,1024,1792,1280,mid,2.616730,25.704800,26.544912,22.682210,0.905164,0.899926,0.831983,0.171918,0.157566,0.298854
case5,1792,1024,2048,1280,mid,2.595581,25.798119,26.984637,24.258692,0.861311,0.891686,0.824507,0.313152,0.191345,0.384285
case5,2048,1024,2304,1280,mid,3.176427,25.527516,27.562230,24.050534,0.788997,0.839231,0.691682,0.427477,0.250443,0.500656
case5,2304,1024,2560,1280,low,0.508148,33.073740,33.820791,31.923605,0.925580,0.928941,0.848059,0.049673,0.071703,0.382365
case5,2560,1024,2816,1280,mid,2.691299,26.015876,26.080601,21.483732,0.877576,0.894782,0.828038,0.239481,0.230886,0.391688
case5,2816,1024,3072,1280,high,5.769928,21.689652,21.734469,16.909274,0.687771,0.715555,0.557852,0.452057,0.412471,0.561734
case5,3072,1024,3328,1280,high,4.828110,25.554724,27.443209,22.252413,0.843249,0.889158,0.759561,0.261945,0.227267,0.484461
case5,3328,1024,3584,1280,high,3.831380,26.147075,27.053845,24.249125,0.842008,0.860709,0.760124,0.216101,0.245800,0.400303
case5,3584,1024,3840,1280,low,1.006790,33.210024,32.704210,29.450795,0.958505,0.939156,0.861134,0.091682,0.150284,0.391669
case5,3840,1024,4096,1280,mid,3.101639,25.601349,27.286606,23.994592,0.860774,0.889914,0.824253,0.197310,0.172303,0.336124
case5,0,1280,256,1536,mid,2.574381,27.623145,28.835813,25.286225,0.861833,0.881607,0.686071,0.231606,0.248356,0.502510
case5,256,1280,512,1536,high,3.715383,27.389113,28.124906,24.120868,0.861428,0.857550,0.707624,0.225054,0.213497,0.408501
case5,512,1280,768,1536,high,3.516383,24.441700,26.621270,24.325424,0.872304,0.895735,0.758306,0.215448,0.237560,0.477530
case5,768,1280,1024,1536,mid,3.014440,27.410364,27.796790,24.371284,0.816470,0.835969,0.679715,0.281205,0.272428,0.511538
case5,1024,1280,1280,1536,mid,3.064616,27.517652,29.215472,25.509172,0.891854,0.912876,0.820980,0.178268,0.203543,0.416005
case5,1280,1280,1536,1536,high,3.672938,25.870735,25.760903,21.029129,0.813155,0.845023,0.727784,0.241145,0.244619,0.405027
case5,1536,1280,1792,1536,high,6.048635,21.525454,22.430304,17.722330,0.715842,0.759926,0.580904,0.514450,0.387749,0.581750
case5,1792,1280,2048,1536,mid,2.897461,25.122334,25.718203,22.258787,0.854494,0.872188,0.758587,0.284132,0.201140,0.477154
case5,2048,1280,2304,1536,low,2.011419,27.275110,29.367729,25.881140,0.866926,0.885608,0.670707,0.223313,0.148624,0.497359
case5,2304,1280,2560,1536,low,2.115143,27.906856,29.284002,26.366264,0.827708,0.856584,0.764603,0.303870,0.143902,0.365678
case5,2560,1280,2816,1536,mid,2.548157,24.773895,25.460652,23.034790,0.849285,0.877753,0.816268,0.271921,0.185536,0.363719
case5,2816,1280,3072,1536,low,2.330765,26.073815,26.621925,24.719591,0.884129,0.902856,0.877760,0.175141,0.149432,0.227090
case5,3072,1280,3328,1536,high,4.402547,25.308140,27.134531,22.596010,0.828215,0.876809,0.794154,0.282030,0.230858,0.407366
case5,3328,1280,3584,1536,high,3.890198,24.638015,26.776187,25.126885,0.820004,0.856175,0.782660,0.240011,0.204209,0.360993
case5,3584,1280,3840,1536,low,1.015152,31.926520,33.208577,30.043704,0.948285,0.948826,0.873899,0.116423,0.160308,0.388628
case5,3840,1280,4096,1536,mid,3.051890,25.923271,27.163517,24.270202,0.881419,0.904654,0.845245,0.188607,0.170182,0.356883
case5,0,1536,256,1792,low,2.016907,28.912366,30.543840,27.585132,0.886682,0.895287,0.674940,0.163175,0.182050,0.451430
case5,256,1536,512,1792,high,3.703522,25.139743,26.802465,24.442127,0.811606,0.827137,0.698078,0.248473,0.255742,0.424858
case5,512,1536,768,1792,low,2.267161,27.252985,29.001282,26.631768,0.933314,0.947119,0.859495,0.134513,0.166455,0.427357
case5,768,1536,1024,1792,low,0.979635,32.743057,33.218381,31.431386,0.943146,0.936113,0.830565,0.087923,0.191977,0.465711
case5,1024,1536,1280,1792,mid,2.865896,27.208121,29.173682,26.108272,0.866021,0.898047,0.823936,0.192116,0.218986,0.425137
case5,1280,1536,1536,1792,high,3.402074,26.151048,28.000324,24.087602,0.847226,0.888101,0.811480,0.251224,0.184488,0.340241
case5,1536,1536,1792,1792,high,3.711319,23.465232,24.900647,22.557223,0.822935,0.850719,0.772309,0.363242,0.255229,0.418843
case5,1792,1536,2048,1792,high,3.475632,24.338433,25.671526,23.683148,0.795851,0.832129,0.722176,0.504264,0.267234,0.460482
case5,2048,1536,2304,1792,low,2.046819,26.924036,29.058935,25.735610,0.878894,0.905221,0.756880,0.173934,0.114129,0.490657
case5,2304,1536,2560,1792,low,1.222092,29.881682,31.585654,28.247495,0.907274,0.922643,0.804957,0.167784,0.136753,0.439743
case5,2560,1536,2816,1792,mid,2.493347,26.421102,27.277645,24.983299,0.874894,0.896598,0.850144,0.331037,0.171155,0.289672
case5,2816,1536,3072,1792,high,6.975408,21.497096,23.078391,20.539872,0.669966,0.772098,0.725827,0.665680,0.274902,0.401528
case5,3072,1536,3328,1792,mid,2.945933,25.992844,27.924794,24.658808,0.857294,0.899317,0.838848,0.274339,0.162266,0.338388
case5,3328,1536,3584,1792,high,3.741079,27.103867,27.784636,25.567132,0.847145,0.859998,0.782366,0.249675,0.253008,0.415094
case5,3584,1536,3840,1792,low,0.960826,32.681162,33.414851,30.637260,0.951680,0.949217,0.886660,0.107068,0.147942,0.366350
case5,3840,1536,4096,1792,mid,3.088048,25.920608,28.213222,25.469470,0.879360,0.912946,0.854574,0.213922,0.205711,0.400307
case5,0,1792,256,2048,low,1.970958,30.102351,30.925354,25.935899,0.903841,0.902444,0.652767,0.166375,0.191347,0.458914
case5,256,1792,512,2048,high,3.679794,25.790711,26.720157,23.795862,0.819714,0.827282,0.682004,0.197860,0.218928,0.372316
case5,512,1792,768,2048,low,2.050329,28.589457,29.388848,26.224639,0.939819,0.940290,0.863885,0.107801,0.215100,0.473731
case5,768,1792,1024,2048,low,1.692357,30.199899,31.977856,29.603206,0.922951,0.934627,0.852615,0.143547,0.187894,0.444718
case5,1024,1792,1280,2048,mid,2.966746,27.987118,28.409442,24.986185,0.867099,0.888191,0.812210,0.204433,0.238571,0.438306
case5,1280,1792,1536,2048,low,1.392405,32.579820,34.085552,32.530839,0.921495,0.935112,0.873886,0.114991,0.109815,0.298539
case5,1536,1792,1792,2048,high,6.646550,21.835330,24.255478,22.204320,0.701176,0.785814,0.707315,0.690785,0.288947,0.454365
case5,1792,1792,2048,2048,high,3.815643,23.771382,25.632801,23.378177,0.791123,0.844235,0.761951,0.435776,0.238968,0.411838
case5,2048,1792,2304,2048,high,3.710215,23.852741,25.024261,21.034364,0.786516,0.830024,0.722219,0.393960,0.275691,0.449624
case5,2304,1792,2560,2048,mid,2.440353,26.768089,27.157188,23.652057,0.863069,0.865498,0.726464,0.310253,0.253616,0.439979
case5,2560,1792,2816,2048,mid,3.120865,25.215947,26.072904,22.821863,0.853289,0.888414,0.850965,0.342057,0.175705,0.257360
case5,2816,1792,3072,2048,high,6.018372,22.326388,24.017205,21.543317,0.758548,0.845422,0.798403,0.543443,0.201996,0.314326
case5,3072,1792,3328,2048,low,1.435862,30.491461,31.301327,28.234495,0.920383,0.934009,0.869746,0.141949,0.133124,0.321943
case5,3328,1792,3584,2048,high,3.749212,24.930984,26.719421,24.920235,0.816263,0.848089,0.769565,0.234439,0.238956,0.401812
case5,3584,1792,3840,2048,low,0.947978,32.312313,32.402967,29.416530,0.954157,0.941304,0.873778,0.118407,0.152956,0.385553
case5,3840,1792,4096,2048,mid,3.180761,26.596079,28.451603,24.680824,0.894817,0.919685,0.840936,0.219298,0.188165,0.400115
case5,0,2048,256,2304,low,2.026566,29.957710,30.335710,25.695329,0.910336,0.901693,0.612325,0.194343,0.232735,0.489099
case5,256,2048,512,2304,high,3.569224,24.985771,26.166549,23.475888,0.837296,0.842807,0.700445,0.226439,0.255174,0.394683
case5,512,2048,768,2304,low,1.505102,31.138653,30.691754,26.618859,0.945725,0.944463,0.873556,0.114426,0.159617,0.417553
case5,768,2048,1024,2304,mid,2.405009,27.494596,29.702426,26.904478,0.912425,0.922907,0.822295,0.158034,0.252100,0.510564
case5,1024,2048,1280,2304,mid,2.583517,26.962227,27.744396,25.070247,0.871086,0.892044,0.812742,0.201846,0.245067,0.446191
case5,1280,2048,1536,2304,low,0.983592,34.374554,35.234657,33.134202,0.937921,0.941210,0.858514,0.089437,0.116562,0.322534
case5,1536,2048,1792,2304,high,4.088160,23.646956,25.940751,23.940377,0.822521,0.864020,0.770853,0.397469,0.159714,0.392890
case5,1792,2048,2048,2304,high,5.333450,21.791861,23.217999,21.712818,0.727594,0.780653,0.704430,0.630126,0.345943,0.461002
case5,2048,2048,2304,2304,high,3.897059,24.292207,26.211289,22.247725,0.810731,0.863504,0.795963,0.274796,0.183094,0.332644
