case,x0,y0,x1,y1,stratum,lq_gt_gradient_difference,psnr_lq,psnr_h50,psnr_h200,ssim_lq,ssim_h50,ssim_h200,lpips_lq,lpips_h50,lpips_h200
case1,0,0,256,256,high,1.176514,27.879531,27.706676,25.149977,0.900186,0.897563,0.827537,0.125013,0.171511,0.368650
case1,256,0,512,256,high,1.349030,27.608689,26.336082,22.560421,0.884520,0.881238,0.820074,0.118823,0.176231,0.354122
case1,512,0,768,256,high,1.357732,27.968350,26.758335,22.991034,0.891243,0.889270,0.826093,0.117775,0.180309,0.379893
case1,768,0,1024,256,high,1.319702,27.799071,27.983959,25.348068,0.889047,0.889875,0.808580,0.114885,0.159839,0.415111
case1,1024,0,1280,256,high,1.275716,28.636645,28.703003,26.351372,0.902190,0.902613,0.824743,0.094924,0.141446,0.385227
case1,1280,0,1536,256,high,1.223551,28.739891,28.746849,26.688272,0.903938,0.901243,0.822894,0.122923,0.165582,0.422491
case1,1536,0,1792,256,high,0.841390,29.479330,29.379786,27.138985,0.924053,0.919440,0.848459,0.081585,0.137045,0.380836
case1,1792,0,2048,256,mid,0.387909,34.245981,33.920450,30.295408,0.966443,0.960559,0.855830,0.039167,0.081354,0.390542
case1,2048,0,2304,256,mid,0.158218,39.931195,41.149807,36.246399,0.993696,0.986124,0.836589,0.032096,0.079895,0.459186
case1,2304,0,2560,256,mid,0.120789,38.734475,39.360127,35.589294,0.995331,0.986870,0.837357,0.028948,0.070440,0.432154
case1,2560,0,2816,256,mid,0.173238,38.118757,36.223658,30.413494,0.992987,0.983545,0.828338,0.032535,0.092312,0.438810
case1,2816,0,3072,256,low,0.111272,41.514557,41.770195,36.399883,0.996257,0.986474,0.834901,0.016787,0.074787,0.458769
case1,3072,0,3328,256,low,0.099157,39.260081,39.743825,35.490188,0.995450,0.986054,0.825156,0.027781,0.077957,0.493532
case1,3328,0,3584,256,low,0.096537,39.653447,39.925468,35.441376,0.996511,0.985848,0.821992,0.019152,0.079577,0.495727
case1,3584,0,3840,256,low,0.088760,40.806131,40.944072,35.867983,0.996266,0.986013,0.823385,0.019213,0.076566,0.498337
case1,3840,0,4096,256,low,0.052668,42.570110,42.323604,36.711979,0.998118,0.987584,0.843725,0.010628,0.056073,0.450987
case1,0,256,256,512,high,1.334844,28.541138,28.700704,25.450283,0.885329,0.889171,0.803477,0.113739,0.159250,0.392332
case1,256,256,512,512,high,1.334051,27.399509,27.111868,23.190370,0.878611,0.885042,0.788507,0.126135,0.184471,0.411710
case1,512,256,768,512,high,1.601634,26.513151,25.068549,20.775096,0.857980,0.849492,0.747450,0.132625,0.204647,0.426490
case1,768,256,1024,512,high,1.073873,29.276836,29.614440,26.575161,0.912552,0.912227,0.825534,0.086988,0.153278,0.353887
case1,1024,256,1280,512,high,1.119324,29.858602,30.209504,27.961498,0.909382,0.914182,0.852304,0.102449,0.144228,0.315126
case1,1280,256,1536,512,mid,0.597361,32.878234,33.141534,30.973794,0.951301,0.949036,0.888828,0.083346,0.119428,0.322546
case1,1536,256,1792,512,mid,0.346649,34.573126,35.125586,33.275459,0.975967,0.969057,0.906101,0.036840,0.074898,0.327687
case1,1792,256,2048,512,low,0.098318,43.253600,44.116642,38.994782,0.996690,0.988105,0.907794,0.017095,0.050855,0.343313
case1,2048,256,2304,512,low,0.091202,42.490156,42.990282,37.558546,0.996509,0.987065,0.876206,0.017384,0.065534,0.410836
case1,2304,256,2560,512,low,0.089315,42.352149,43.022232,37.789584,0.996935,0.987532,0.883440,0.010325,0.057802,0.383416
case1,2560,256,2816,512,low,0.080210,41.166603,42.026317,37.555331,0.997190,0.988737,0.886400,0.014837,0.055126,0.356434
case1,2816,256,3072,512,low,0.091085,42.282206,43.002662,38.025555,0.996365,0.987799,0.886239,0.021198,0.059706,0.377998
case1,3072,256,3328,512,low,0.078186,43.323215,43.642235,37.921893,0.997381,0.987905,0.883130,0.018077,0.058583,0.388465
case1,3328,256,3584,512,low,0.110199,42.701694,43.156783,37.791021,0.995936,0.986762,0.881191,0.018124,0.066544,0.404844
case1,3584,256,3840,512,mid,0.122406,43.338122,43.792159,37.915882,0.995659,0.986168,0.877578,0.018354,0.063893,0.422404
case1,3840,256,4096,512,mid,0.119853,44.204923,43.857718,38.002559,0.995313,0.985774,0.881012,0.022913,0.062579,0.411870
case1,0,512,256,768,high,1.717916,26.836210,27.257711,25.118139,0.846795,0.857801,0.746187,0.145787,0.213272,0.484538
case1,256,512,512,768,high,2.082036,26.676121,27.126213,24.722084,0.825643,0.840109,0.726621,0.192553,0.254447,0.504010
case1,512,512,768,768,high,1.181717,29.700912,30.064780,26.941772,0.894999,0.897737,0.813838,0.101670,0.180965,0.419854
case1,768,512,1024,768,high,1.659098,27.817222,27.982074,24.181418,0.863267,0.867595,0.749875,0.163181,0.216850,0.450132
case1,1024,512,1280,768,high,2.261271,25.814031,25.523677,21.372503,0.795738,0.804093,0.669915,0.248659,0.313688,0.610702
case1,1280,512,1536,768,high,2.235484,26.462067,26.555651,22.869561,0.800743,0.818167,0.701462,0.194899,0.267804,0.535076
case1,1536,512,1792,768,high,2.012014,27.187113,27.697259,26.192434,0.827412,0.842455,0.758301,0.163815,0.233821,0.468469
case1,1792,512,2048,768,high,2.109553,26.670035,27.093982,25.753441,0.827000,0.836651,0.747276,0.204516,0.262731,0.502960
case1,2048,512,2304,768,high,2.185974,26.815753,27.078276,25.413796,0.804524,0.811648,0.712607,0.229883,0.331602,0.580723
case1,2304,512,2560,768,high,2.372080,26.368101,26.678165,25.133466,0.788266,0.800785,0.708199,0.206607,0.289172,0.528821
case1,2560,512,2816,768,high,2.479665,25.740183,26.082364,23.648529,0.784971,0.799884,0.675765,0.216169,0.287479,0.552562
case1,2816,512,3072,768,high,2.401688,25.868639,26.363673,23.528800,0.793577,0.812426,0.683871,0.226980,0.270945,0.570640
case1,3072,512,3328,768,mid,0.590617,32.983920,33.435594,30.921825,0.953660,0.950567,0.887316,0.088054,0.136917,0.376131
case1,3328,512,3584,768,high,1.741358,27.437354,27.948806,26.020730,0.849715,0.859860,0.763045,0.160939,0.239537,0.486737
case1,3584,512,3840,768,high,2.447693,25.476576,25.820603,23.859979,0.804217,0.813456,0.687318,0.211016,0.257695,0.536342
case1,3840,512,4096,768,high,1.987885,26.863434,27.191995,25.055708,0.831093,0.834948,0.725778,0.172120,0.244282,0.495299
case1,0,768,256,1024,mid,0.141312,45.606339,43.735365,40.133737,0.995623,0.986692,0.931861,0.020802,0.062258,0.302939
case1,256,768,512,1024,mid,0.127818,42.402731,41.534333,38.854095,0.994899,0.986574,0.926726,0.028950,0.065287,0.309323
case1,512,768,768,1024,mid,0.137451,43.676087,42.657979,39.204671,0.995323,0.987291,0.923026,0.029025,0.071381,0.316410
case1,768,768,1024,1024,low,0.077209,43.915008,43.880138,40.500663,0.997563,0.990893,0.941820,0.010154,0.050105,0.247388
case1,1024,768,1280,1024,low,0.102254,43.490001,43.755458,41.429579,0.995754,0.991097,0.954527,0.020308,0.048966,0.187470
case1,1280,768,1536,1024,low,0.104558,46.357362,45.259527,41.148687,0.997237,0.991226,0.944220,0.012502,0.043325,0.216920
case1,1536,768,1792,1024,low,0.112127,42.033576,42.370814,39.531103,0.995775,0.988394,0.934995,0.023226,0.064789,0.281637
case1,1792,768,2048,1024,mid,0.121821,45.877914,44.044346,40.050671,0.996311,0.988733,0.931557,0.019629,0.053213,0.278283
case1,2048,768,2304,1024,low,0.071869,43.902149,42.976312,39.170211,0.996917,0.989385,0.920914,0.020303,0.055818,0.300771
case1,2304,768,2560,1024,low,0.107732,44.052854,43.657460,39.885568,0.996431,0.988705,0.932746,0.018442,0.058675,0.272863
case1,2560,768,2816,1024,mid,0.123632,43.855398,43.542136,40.894749,0.995212,0.989300,0.953211,0.023779,0.057327,0.226323
case1,2816,768,3072,1024,low,0.079514,45.348807,45.542883,41.633533,0.997408,0.991165,0.950246,0.014056,0.047938,0.209337
case1,3072,768,3328,1024,low,0.115494,42.721280,43.346350,40.623735,0.995719,0.988626,0.946154,0.028372,0.059982,0.226298
case1,3328,768,3584,1024,mid,0.124207,40.241281,40.735241,39.171073,0.993496,0.987513,0.942570,0.033622,0.071147,0.261477
case1,3584,768,3840,1024,mid,0.120015,41.702010,42.816113,40.421251,0.996206,0.989251,0.949860,0.020560,0.059939,0.233864
case1,3840,768,4096,1024,low,0.108454,42.634189,43.835634,41.740470,0.996644,0.989497,0.961228,0.012971,0.047517,0.190239
case1,0,1024,256,1280,mid,0.293152,37.330910,36.938470,35.343938,0.984207,0.977736,0.917098,0.044800,0.081047,0.335981
case1,256,1024,512,1280,mid,0.282186,38.843371,38.855692,36.326027,0.985761,0.979580,0.913356,0.031235,0.076140,0.340039
case1,512,1024,768,1280,mid,0.247676,39.327381,38.841399,35.336488,0.987887,0.980736,0.908599,0.021164,0.068002,0.346549
case1,768,1024,1024,1280,mid,0.435944,36.076675,36.197138,33.805179,0.973327,0.969476,0.912215,0.049213,0.094222,0.320158
case1,1024,1024,1280,1280,mid,0.466080,34.580402,34.457303,32.714090,0.967828,0.963866,0.909220,0.047061,0.096707,0.320718
case1,1280,1024,1536,1280,mid,0.555425,33.583191,33.648940,31.107458,0.962020,0.961001,0.894163,0.054026,0.084127,0.322289
case1,1536,1024,1792,1280,mid,0.533493,33.927891,33.714019,31.228354,0.962792,0.959559,0.896499,0.045741,0.091344,0.316797
case1,1792,1024,2048,1280,mid,0.673075,32.390199,32.584231,30.644619,0.951257,0.948798,0.881569,0.048896,0.093669,0.341410
case1,2048,1024,2304,1280,mid,0.190053,40.929812,41.334243,37.818100,0.991314,0.984686,0.913453,0.025319,0.071041,0.323340
case1,2304,1024,2560,1280,mid,0.720515,32.428165,32.966843,30.628952,0.947560,0.946446,0.875825,0.056837,0.101658,0.341822
case1,2560,1024,2816,1280,mid,0.704809,31.965083,32.438377,31.007105,0.945546,0.944837,0.897244,0.063561,0.098538,0.269907
case1,2816,1024,3072,1280,high,0.904983,30.918948,31.229745,26.266837,0.934201,0.934928,0.856894,0.084273,0.140596,0.338493
case1,3072,1024,3328,1280,mid,0.788900,31.743935,32.191201,27.750706,0.935387,0.937205,0.867071,0.093059,0.133687,0.349232
case1,3328,1024,3584,1280,high,0.958562,30.130007,30.353447,28.497289,0.922616,0.923165,0.855388,0.090394,0.141454,0.372755
case1,3584,1024,3840,1280,mid,0.763494,31.169505,31.471163,29.671104,0.944150,0.942550,0.883726,0.066318,0.108348,0.299648
case1,3840,1024,4096,1280,mid,0.584056,32.877233,32.987404,30.342663,0.957501,0.952838,0.897313,0.049315,0.083515,0.240802
case1,0,1280,256,1536,high,1.984472,26.888341,27.233406,26.271257,0.836587,0.850852,0.775534,0.145982,0.195599,0.407363
case1,256,1280,512,1536,high,1.694427,27.658402,27.886073,26.510295,0.867000,0.869789,0.785599,0.131962,0.195334,0.409021
case1,512,1280,768,1536,high,1.199570,28.883785,29.275040,27.184628,0.898621,0.901236,0.816626,0.108637,0.155302,0.392727
case1,768,1280,1024,1536,high,2.027689,26.175633,26.350122,25.069042,0.839495,0.841101,0.728215,0.151281,0.253889,0.488101
case1,1024,1280,1280,1536,high,1.799138,27.643130,27.703039,26.221265,0.857524,0.863553,0.777079,0.144720,0.197618,0.437336
case1,1280,1280,1536,1536,high,1.570796,28.653674,28.798735,25.979809,0.870617,0.879497,0.787567,0.126334,0.166012,0.423025
case1,1536,1280,1792,1536,high,1.583674,28.272193,28.450892,25.616119,0.874071,0.882095,0.784116,0.111836,0.172677,0.423472
case1,1792,1280,2048,1536,high,1.619751,27.789594,28.059023,26.434401,0.868239,0.874818,0.785141,0.124832,0.183692,0.442158
case1,2048,1280,2304,1536,mid,0.569473,33.510540,34.245427,32.091392,0.955443,0.955143,0.888024,0.077242,0.113817,0.377800
case1,2304,1280,2560,1536,high,1.638077,28.113364,28.753837,26.582957,0.871688,0.879773,0.781340,0.133458,0.206359,0.438894
case1,2560,1280,2816,1536,high,1.637736,28.178146,28.814293,27.506507,0.868242,0.878974,0.810121,0.110843,0.164004,0.363799
case1,2816,1280,3072,1536,high,1.480606,28.173225,28.688547,23.897783,0.876513,0.886909,0.763779,0.109582,0.171632,0.469755
case1,3072,1280,3328,1536,high,1.318960,29.025042,29.332994,24.867562,0.892187,0.899752,0.791765,0.107636,0.159801,0.439423
case1,3328,1280,3584,1536,high,1.503184,27.584563,28.009664,26.033790,0.877635,0.880611,0.781017,0.111687,0.181714,0.437681
case1,3584,1280,3840,1536,high,1.093282,29.341349,29.536567,27.276251,0.912742,0.912150,0.805720,0.093137,0.161624,0.429697
case1,3840,1280,4096,1536,high,0.944138,30.926343,31.497149,29.116680,0.929688,0.934305,0.825173,0.077848,0.134663,0.428229
case1,0,1536,256,1792,high,1.567129,28.874012,29.548285,28.084344,0.874156,0.890128,0.824111,0.122748,0.175739,0.400057
case1,256,1536,512,1792,low,0.088618,46.792328,43.266387,39.417553,0.997672,0.989420,0.931627,0.005790,0.044092,0.252435
case1,512,1536,768,1792,mid,0.124863,41.973989,40.571031,37.407279,0.995162,0.986818,0.898901,0.027027,0.074273,0.366792
case1,768,1536,1024,1792,mid,0.135381,43.351999,41.057063,37.486745,0.995539,0.986811,0.899659,0.024490,0.076993,0.363774
case1,1024,1536,1280,1792,mid,0.132019,44.513510,42.445406,37.900278,0.995870,0.986957,0.895065,0.020534,0.076031,0.367670
case1,1280,1536,1536,1792,low,0.092295,43.273217,41.387621,37.318909,0.996531,0.988304,0.887699,0.021319,0.069440,0.386674
case1,1536,1536,1792,1792,low,0.110408,46.844940,43.951139,38.323576,0.996920,0.988625,0.894854,0.012610,0.060314,0.358352
case1,1792,1536,2048,1792,mid,0.122014,47.086425,44.300547,38.533331,0.996592,0.987315,0.896458,0.018955,0.071672,0.365874
case1,2048,1536,2304,1792,mid,0.142242,45.527367,43.563174,38.284696,0.995677,0.986975,0.891379,0.023585,0.072938,0.376242
case1,2304,1536,2560,1792,low,0.106761,47.495284,44.872804,38.535729,0.996890,0.988538,0.894633,0.012198,0.054380,0.338946
case1,2560,1536,2816,1792,low,0.074554,45.669608,45.826959,38.884951,0.997924,0.989144,0.897089,0.008469,0.057052,0.335508
case1,2816,1536,3072,1792,low,0.099136,44.671273,43.852197,38.062661,0.996813,0.988640,0.885034,0.011684,0.062239,0.378454
case1,3072,1536,3328,1792,low,0.090586,44.536524,43.615490,38.049492,0.996997,0.988591,0.886211,0.016921,0.067207,0.375714
case1,3328,1536,3584,1792,mid,0.124324,46.161626,45.517420,38.771005,0.996576,0.987913,0.896604,0.013525,0.059582,0.354728
case1,3584,1536,3840,1792,mid,0.152461,45.067177,44.223210,38.000554,0.995509,0.987151,0.878385,0.027124,0.081843,0.398017
case1,3840,1536,4096,1792,low,0.092189,45.177189,44.179530,37.847256,0.996852,0.987640,0.865817,0.012362,0.064089,0.416933
case1,0,1792,256,2048,mid,0.121816,42.960479,40.823482,38.502383,0.996092,0.986165,0.930083,0.017061,0.055655,0.289069
case1,256,1792,512,2048,mid,0.118810,43.326692,40.782201,37.269465,0.996320,0.987644,0.896183,0.014750,0.063659,0.347123
case1,512,1792,768,2048,mid,0.131872,41.883518,39.756920,35.699740,0.996218,0.986768,0.839118,0.022103,0.081577,0.440996
case1,768,1792,1024,2048,mid,0.135518,43.296232,40.842123,35.827494,0.996229,0.986475,0.826922,0.015683,0.075794,0.467218
case1,1024,1792,1280,2048,mid,0.130274,43.674368,41.541032,36.130890,0.995634,0.985713,0.828996,0.021304,0.089132,0.487185
case1,1280,1792,1536,2048,low,0.107086,43.497200,41.120908,35.980801,0.997189,0.987717,0.829309,0.016589,0.070578,0.453934
case1,1536,1792,1792,2048,low,0.112996,47.568331,44.758125,37.028539,0.996953,0.987262,0.836114,0.014320,0.071758,0.452151
case1,1792,1792,2048,2048,low,0.102376,47.331553,45.385796,37.015990,0.997165,0.987395,0.834338,0.009209,0.069376,0.453212
case1,2048,1792,2304,2048,low,0.103170,47.406660,44.601288,36.944279,0.997094,0.987279,0.833632,0.008409,0.069350,0.450864
case1,2304,1792,2560,2048,low,0.112834,45.762692,43.932154,36.760134,0.995909,0.986452,0.828568,0.017044,0.081347,0.466542
case1,2560,1792,2816,2048,low,0.090780,48.220794,44.632920,36.602368,0.997523,0.987484,0.822605,0.006110,0.070031,0.477820
case1,2816,1792,3072,2048,low,0.078410,48.417245,45.403820,36.986080,0.997935,0.988095,0.831955,0.005798,0.067200,0.458954
case1,3072,1792,3328,2048,low,0.102325,48.359864,45.839140,37.054499,0.997330,0.987900,0.833465,0.009938,0.066220,0.450392
case1,3328,1792,3584,2048,low,0.082377,48.091880,46.216419,37.162182,0.997743,0.988387,0.835084,0.009996,0.067054,0.435551
case1,3584,1792,3840,2048,low,0.108958,46.734831,45.190806,36.976954,0.996757,0.987345,0.831936,0.011799,0.074354,0.466259
case1,3840,1792,4096,2048,low,0.091741,46.676285,44.608615,37.333351,0.997242,0.987093,0.846041,0.008820,0.064422,0.435935
case1,0,2048,256,2304,low,0.100062,43.927318,41.505208,38.643571,0.996996,0.988139,0.923959,0.009915,0.044749,0.299514
case1,256,2048,512,2304,low,0.095439,45.099613,42.277475,38.367910,0.997450,0.989130,0.908588,0.006879,0.055952,0.334087
case1,512,2048,768,2304,low,0.099976,44.519180,41.761895,37.137431,0.997272,0.988820,0.871287,0.011028,0.066715,0.377809
case1,768,2048,1024,2304,mid,0.117045,46.186020,42.715378,36.751443,0.997111,0.988339,0.844918,0.012181,0.068191,0.418056
case1,1024,2048,1280,2304,mid,0.137416,43.896955,41.936167,36.207981,0.996032,0.986116,0.825292,0.016856,0.083965,0.483472
case1,1280,2048,1536,2304,low,0.094045,46.909755,43.562742,36.330724,0.997326,0.986923,0.815771,0.013504,0.079739,0.475975
case1,1536,2048,1792,2304,low,0.096797,47.394804,45.474550,36.598286,0.997288,0.987362,0.817999,0.009523,0.069777,0.476226
case1,1792,2048,2048,2304,low,0.112783,48.337359,45.529308,36.681008,0.996868,0.987057,0.820115,0.010911,0.071346,0.474036
case1,2048,2048,2304,2304,low,0.066981,47.035696,45.650599,36.751600,0.998140,0.988344,0.822620,0.005698,0.066459,0.463305
case1,2304,2048,2560,2304,low,0.071309,48.970486,46.514224,36.853412,0.998110,0.988132,0.822006,0.006625,0.070039,0.463785
case1,2560,2048,2816,2304,low,0.086945,49.447149,45.221355,36.755532,0.997948,0.988030,0.825691,0.005065,0.066197,0.460523
case1,2816,2048,3072,2304,low,0.100993,47.794861,45.885323,37.174034,0.997243,0.987765,0.836824,0.012444,0.066832,0.450245
case1,3072,2048,3328,2304,low,0.084788,47.223425,46.208069,37.182478,0.997892,0.988216,0.835791,0.008418,0.067297,0.438544
case1,3328,2048,3584,2304,low,0.061198,43.027999,43.452145,36.476528,0.998055,0.988023,0.825128,0.010585,0.070288,0.457017
case1,3584,2048,3840,2304,low,0.109329,48.954836,44.892398,36.645798,0.997163,0.987533,0.822307,0.010070,0.070338,0.476840
case1,3840,2048,4096,2304,low,0.087870,46.754030,43.854119,36.920909,0.997493,0.987303,0.837437,0.011342,0.067364,0.465270
case1,0,2304,256,2560,high,1.815720,27.230524,26.998481,24.358348,0.851805,0.858414,0.759305,0.159103,0.214286,0.448106
case1,256,2304,512,2560,high,2.089035,27.032235,26.846759,23.399938,0.825482,0.835426,0.711931,0.158119,0.224442,0.486569
case1,512,2304,768,2560,high,1.357849,29.405378,29.687005,25.172684,0.890039,0.900370,0.778222,0.124960,0.182648,0.452694
case1,768,2304,1024,2560,low,0.099457,44.434538,41.578521,37.901038,0.997101,0.988591,0.909344,0.011006,0.052802,0.315787
case1,1024,2304,1280,2560,mid,0.137299,44.206364,41.697036,37.467641,0.996345,0.986966,0.889125,0.010872,0.059548,0.374896
case1,1280,2304,1536,2560,low,0.096283,44.629210,41.867655,37.093808,0.997113,0.988223,0.871141,0.011077,0.059174,0.400205
case1,1536,2304,1792,2560,mid,0.117589,47.873943,44.573389,37.776321,0.996928,0.988540,0.869626,0.015148,0.069485,0.397865
case1,1792,2304,2048,2560,low,0.073598,48.175566,45.300051,38.253286,0.998052,0.990044,0.883289,0.008280,0.048345,0.328800
case1,2048,2304,2304,2560,low,0.081853,49.350926,45.362063,38.273480,0.997861,0.988970,0.882224,0.009424,0.052758,0.368391
case1,2304,2304,2560,2560,low,0.092580,50.276741,45.925165,38.300323,0.997688,0.988857,0.881055,0.008369,0.056315,0.384823
case1,2560,2304,2816,2560,low,0.087830,49.575364,44.812261,38.246643,0.997923,0.988876,0.887984,0.007921,0.052864,0.363917
case1,2816,2304,3072,2560,low,0.068395,47.038014,44.701616,38.336184,0.997784,0.989242,0.889020,0.006398,0.049574,0.359261
case1,3072,2304,3328,2560,low,0.072968,46.814604,44.476700,38.158177,0.997808,0.988960,0.885932,0.012142,0.057987,0.379957
case1,3328,2304,3584,2560,low,0.067952,47.484002,44.469317,38.069087,0.997939,0.988837,0.887097,0.009790,0.054359,0.372219
case1,3584,2304,3840,2560,low,0.116043,47.799587,44.806760,38.032939,0.997000,0.988135,0.879420,0.012150,0.061035,0.404376
case1,3840,2304,4096,2560,mid,0.119069,46.152372,43.187686,37.857746,0.996330,0.987558,0.883921,0.011431,0.056333,0.397227
case1,0,2560,256,2816,high,1.233012,28.731397,29.053342,26.780346,0.901889,0.903444,0.814223,0.099543,0.133897,0.343076
case1,256,2560,512,2816,high,1.029327,30.434631,30.580371,28.244365,0.919334,0.918837,0.835699,0.090271,0.135056,0.375040
case1,512,2560,768,2816,high,1.451920,28.530602,28.986116,26.767241,0.883285,0.888271,0.789915,0.115224,0.162756,0.452140
case1,768,2560,1024,2816,high,1.414012,28.452383,29.003784,27.028766,0.888661,0.893580,0.799376,0.096196,0.145782,0.412144
case1,1024,2560,1280,2816,high,1.653931,27.657166,27.990255,26.325739,0.863669,0.868687,0.772882,0.122283,0.170210,0.429719
case1,1280,2560,1536,2816,mid,0.790451,32.063982,32.116342,29.443054,0.939384,0.936297,0.838210,0.074842,0.111727,0.403181
case1,1536,2560,1792,2816,high,1.487417,28.615740,28.771014,25.093472,0.878301,0.884386,0.738719,0.126410,0.195607,0.467462
case1,1792,2560,2048,2816,high,1.795720,27.738353,28.193626,25.202473,0.851929,0.860819,0.732033,0.143173,0.185927,0.495207
case1,2048,2560,2304,2816,high,1.560170,28.536733,28.899080,26.427788,0.871675,0.876248,0.763846,0.135094,0.192500,0.467363
case1,2304,2560,2560,2816,high,1.448375,29.127290,29.548459,28.179352,0.885719,0.890397,0.808926,0.116753,0.177618,0.425886
case1,2560,2560,2816,2816,high,1.851267,27.169027,27.416750,26.308234,0.847145,0.849360,0.764114,0.141821,0.203593,0.442767
case1,2816,2560,3072,2816,mid,0.433100,35.973986,36.503161,33.736618,0.968292,0.964439,0.894458,0.046008,0.089982,0.364687
case1,3072,2560,3328,2816,high,1.468002,29.221000,29.708350,26.991649,0.881498,0.891535,0.790632,0.127442,0.161367,0.422382
case1,3328,2560,3584,2816,high,1.629171,28.940179,29.690388,28.213176,0.868642,0.881178,0.797163,0.124993,0.180115,0.419450
case1,3584,2560,3840,2816,high,1.538869,28.752567,28.875972,26.492405,0.869855,0.876347,0.782664,0.123984,0.170421,0.424853
case1,3840,2560,4096,2816,high,1.262970,29.810605,29.886505,26.597170,0.899831,0.903804,0.799624,0.130826,0.169016,0.421071
case1,0,2816,256,3072,mid,0.506271,34.963317,35.063079,31.921651,0.969480,0.964268,0.886213,0.055895,0.092956,0.368087
case1,256,2816,512,3072,mid,0.450012,34.817899,35.130659,32.956598,0.970012,0.966337,0.890255,0.051072,0.109618,0.402608
case1,512,2816,768,3072,mid,0.499145,33.728046,33.956454,31.198962,0.962681,0.958755,0.874033,0.041515,0.103183,0.434477
case1,768,2816,1024,3072,mid,0.488332,34.179545,34.189045,31.773669,0.966949,0.959372,0.874514,0.044513,0.100718,0.430684
case1,1024,2816,1280,3072,mid,0.437403,34.418933,35.072286,33.437974,0.971617,0.965855,0.889101,0.046990,0.099041,0.401939
case1,1280,2816,1536,3072,mid,0.429494,35.059698,34.515512,31.323651,0.970880,0.964179,0.882221,0.037073,0.090235,0.392511
case1,1536,2816,1792,3072,mid,0.282547,39.222048,37.389299,33.320056,0.983751,0.975454,0.892332,0.028707,0.068845,0.379028
case1,1792,2816,2048,3072,mid,0.546931,33.008765,32.959618,29.965428,0.964771,0.957235,0.865617,0.043692,0.101261,0.412885
case1,2048,2816,2304,3072,mid,0.626653,32.670312,32.907747,30.451973,0.954513,0.948356,0.865659,0.055020,0.089485,0.393295
case1,2304,2816,2560,3072,mid,0.540731,33.454057,33.656873,31.674373,0.958841,0.952499,0.885099,0.046050,0.089312,0.356280
case1,2560,2816,2816,3072,mid,0.549215,33.431591,33.648356,31.662221,0.961278,0.953676,0.882934,0.046842,0.098802,0.367384
case1,2816,2816,3072,3072,mid,0.677282,32.798337,33.145058,30.412053,0.950890,0.947539,0.865953,0.048251,0.097617,0.382462
case1,3072,2816,3328,3072,mid,0.395889,35.641313,35.454284,32.976521,0.972989,0.966254,0.898399,0.031558,0.077928,0.365253
case1,3328,2816,3584,3072,high,0.949992,29.803544,30.018488,28.702803,0.923053,0.921164,0.846166,0.073721,0.122627,0.409112
case1,3584,2816,3840,3072,high,0.892568,30.740424,31.008733,28.381780,0.929123,0.929639,0.859153,0.071874,0.112455,0.352944
case1,3840,2816,4096,3072,mid,0.185191,40.157995,39.669869,35.287632,0.990165,0.984855,0.948757,0.015762,0.046241,0.194322
case2,0,0,256,256,mid,4.198843,31.065817,31.473746,28.562434,0.809863,0.792949,0.740895,0.460183,0.403591,0.349248
case2,256,0,512,256,mid,4.236308,31.942454,32.452642,31.023977,0.752655,0.754541,0.705056,0.565239,0.514507,0.488520
case2,512,0,768,256,high,4.902049,32.375593,32.353541,31.574330,0.705649,0.700008,0.662340,0.624342,0.617226,0.634249
case2,768,0,1024,256,mid,3.840088,35.051915,34.739634,34.233982,0.784599,0.774944,0.752194,0.538775,0.561314,0.563443
case2,1024,0,1280,256,mid,4.161993,31.278279,31.410972,28.141588,0.784765,0.767052,0.719319,0.415897,0.412894,0.442856
case2,1280,0,1536,256,high,5.618439,26.753799,28.113011,24.392784,0.728104,0.716282,0.632611,0.395476,0.390325,0.431054
case2,1536,0,1792,256,high,6.905055,24.128321,26.397776,21.606398,0.716257,0.732710,0.616421,0.390160,0.346203,0.420396
case2,1792,0,2048,256,high,5.941249,25.960714,27.819903,22.859651,0.740510,0.743195,0.615678,0.444126,0.431171,0.508496
case2,2048,0,2304,256,high,5.184962,29.189384,29.616102,21.587199,0.735267,0.730190,0.553953,0.520525,0.500711,0.617558
case2,2304,0,2560,256,mid,4.517528,30.909561,31.107279,24.263956,0.768635,0.759742,0.656924,0.522536,0.507451,0.590145
case2,2560,0,2816,256,mid,3.846466,32.539689,33.214127,30.167156,0.811063,0.804876,0.760321,0.487285,0.478573,0.522773
case2,2816,0,3072,256,mid,3.668615,33.871921,34.125711,33.369126,0.823967,0.817503,0.797131,0.464012,0.446544,0.444355
case2,0,256,256,512,high,4.636119,27.383026,27.799804,26.520592,0.788700,0.767426,0.710019,0.336677,0.318418,0.301670
case2,256,256,512,512,mid,4.203705,31.182951,31.662649,29.899938,0.773391,0.770881,0.715546,0.539901,0.503073,0.440110
case2,512,256,768,512,low,3.588384,31.684557,31.838316,29.721110,0.797731,0.790669,0.745584,0.508409,0.482897,0.453771
case2,768,256,1024,512,low,3.603292,32.621117,32.669336,30.757352,0.801818,0.797753,0.765240,0.442674,0.430285,0.433059
case2,1024,256,1280,512,high,4.685557,32.838724,32.542904,28.729581,0.769929,0.756802,0.704629,0.447625,0.477540,0.488490
case2,1280,256,1536,512,mid,3.880213,28.529324,29.171324,24.822606,0.846551,0.831932,0.747842,0.319306,0.302223,0.363758
