case,x0,y0,x1,y1,width,height,lq_gt_l1,lq_gt_mse,lq_gt_psnr,lq_gt_ssim,lq_gt_gradient_difference,lq_gt_edge_density_difference,h200_gt_l1,h200_gt_mse,h200_gt_psnr,h200_gt_gradient_difference,h50_gt_l1,h50_gt_mse,h50_gt_psnr,h50_gt_gradient_difference,required_change_l1,required_change_gradient,generated_change_200_l1,generated_change_50_l1,generated_change_200_gradient,generated_change_50_gradient,improvement_200_l1,improvement_50_l1,improvement_200_mse,improvement_50_mse,change_alignment_200,change_alignment_50,local_variance,gradient_magnitude,edge_density,laplacian_magnitude,local_contrast,local_entropy,blur_proxy,primary_type,type_e_conservative,type_f_potential_ideal
case3,2688,640,2944,896,256,256,0.8279571533203125,1.2725881338119507,47.083925050680435,0.9906520867807158,0.34094494581222534,0.0,1.4562479257583618,3.5294086933135986,42.6537840001869,0.7588781118392944,1.202545166015625,2.373321533203125,44.377237812530375,0.42072492837905884,0.8279571533203125,0.34094494581222534,1.1291452646255493,0.7224070429801941,0.7916534543037415,0.3896541893482208,-0.6282907724380493,-0.3745880126953125,-2.256820559501648,-1.1007333993911743,-0.005288202816137493,-0.04029980835993832,14.558237075805664,0.26855820417404175,0.0,0.6087645292282104,0.027996519580483437,1.045790235359614,2.2667794227600098,Other,False,False
case3,1920,896,2176,1152,256,256,0.9207407832145691,1.5061187744140625,46.35221138645584,0.9886206193975949,0.3796733617782593,0.0,1.6518961191177368,4.516977787017822,41.58232390733729,0.7369372248649597,1.2714385986328125,2.664698362350464,43.874323187996545,0.4411858320236206,0.9207407832145691,0.3796733617782593,1.3075714111328125,0.7911580204963684,0.7696594595909119,0.4136422872543335,-0.7311553359031677,-0.3506978154182434,-3.0108590126037598,-1.1585795879364014,-0.013952041064928611,0.00510661958483355,63.99247741699219,0.4302510619163513,0.0,0.8097636103630066,0.062142036855220795,1.9560072142838119,1.8820679187774658,Other,False,False
case3,1792,1152,2048,1408,256,256,0.9685567021369934,1.663421630859375,45.920780161903124,0.9876178845849828,0.39012306928634644,0.0,1.7575937509536743,5.194727420806885,40.97517583510297,0.7589396238327026,1.3463643789291382,3.022247314453125,43.32750360524888,0.45448198914527893,0.9685567021369934,0.39012306928634644,1.4490509033203125,0.8451436161994934,0.7897102236747742,0.4235907196998596,-0.7890370488166809,-0.3778076767921448,-3.5313057899475098,-1.35882568359375,0.014056577829687143,-0.004296624746744203,83.30498504638672,0.4910672605037689,0.0,0.8599242568016052,0.07098688185214996,2.0581776046891647,1.7511297464370728,Other,False,False
case3,1920,1152,2176,1408,256,256,1.0501455068588257,2.692713499069214,43.82890226138437,0.9836261820750062,0.4545842409133911,0.0015106201171875,1.8398844003677368,6.536936283111572,39.97706098480849,0.6697825789451599,1.4172261953353882,3.953887939453125,42.16056004430166,0.4977266788482666,1.0501455068588257,0.4545842409133911,1.5111846923828125,0.8710682988166809,0.6621068716049194,0.4100998342037201,-0.7897388935089111,-0.3670806884765625,-3.8442227840423584,-1.2611744403839111,0.13198201239614463,0.05654384215045261,180.2051544189453,0.5769741535186768,0.0,0.9319050312042236,0.10639484226703644,2.407728304619398,1.6151561737060547,Other,False,False
case3,1920,1024,2176,1280,256,256,0.9597930908203125,1.6447906494140625,45.969697324969275,0.9871292395827758,0.4033585488796234,0.0,1.7795664072036743,5.32067346572876,40.87113741174562,0.6893196105957031,1.3408254384994507,3.004175901412964,43.35355014338753,0.4609219431877136,0.9597930908203125,0.4033585488796234,1.4486593008041382,0.8543294072151184,0.7010871171951294,0.4139080047607422,-0.8197733163833618,-0.3810323476791382,-3.6758828163146973,-1.3593852519989014,-0.004402374029986894,0.0032335225451025447,172.27305603027344,0.5630534887313843,0.0,0.929667055606842,0.10614897310733795,2.4873834651885516,1.651113748550415,Other,False,False
case3,1920,1280,2176,1536,256,256,2.334803342819214,17.6705379486084,35.65830605450148,0.910364017568763,1.4453057050704956,0.019287109375,3.169769287109375,25.308706283569336,34.098104260770256,1.4354733228683472,2.6951446533203125,20.73369789123535,34.96403581369162,1.4365129470825195,2.334803342819214,1.4453057050704956,2.280421018600464,1.1705220937728882,0.9045160412788391,0.48104479908943176,-0.8349659442901611,-0.36034131050109863,-7.6381683349609375,-3.063159942626953,0.16230671302685368,0.004859725147420603,604.90380859375,0.901553750038147,0.0055389404296875,1.0809733867645264,0.20443931221961975,2.756980714693289,1.1990102529525757,Other,False,False
case3,2688,1024,2944,1280,256,256,0.8096516728401184,1.1937967538833618,47.36149952768195,0.9914476888989894,0.33064210414886475,0.0,1.6823221445083618,4.692861080169678,41.41642677322368,1.024007797241211,1.2669473886489868,2.56884765625,44.03342011374544,0.45540887117385864,0.8096516728401184,0.33064210414886475,1.3703511953353882,0.7675679326057434,1.0753220319747925,0.4413391351699829,-0.8726704716682434,-0.4572957158088684,-3.499064326286316,-1.3750509023666382,-0.04666696982210184,-0.10926592177328606,12.32105827331543,0.2738574147224426,0.0,0.5786436796188354,0.026337724179029465,0.9542050851750373,2.1129300594329834,Other,False,False
case3,1920,1920,2176,2176,256,256,5.903894901275635,74.44713592529297,29.412323514762434,0.669031429142341,4.473755836486816,0.1425628662109375,6.77916955947876,92.05960845947266,28.49011201420472,3.8745903968811035,6.156092166900635,79.2036361694336,29.143352267975096,4.3691887855529785,5.903894901275635,4.473755836486816,3.4875285625457764,1.63592529296875,1.7906277179718018,0.6002063155174255,-0.875274658203125,-0.252197265625,-17.612472534179688,-4.756500244140625,0.0913981996716951,0.01263083221265895,691.37255859375,1.1556200981140137,0.0047149658203125,1.3164877891540527,0.28455686569213867,3.60960642996072,1.139203667640686,Other,False,False
case3,2944,2816,3200,3072,256,256,4.101755619049072,38.73906326293945,32.2493123164041,0.8702951769323137,1.5939767360687256,0.02777099609375,5.00774621963501,53.958736419677734,30.81018600087348,1.8560070991516113,4.28564453125,38.25278854370117,32.30417275553287,1.5401917695999146,4.101755619049072,1.5939767360687256,4.66723108291626,1.7699178457260132,1.8069669008255005,0.6559728384017944,-0.9059906005859375,-0.18388891220092773,-15.219673156738281,0.48627471923828125,0.40206478178721816,0.21255918952116948,255.0146484375,1.373413324356079,0.0003814697265625,1.2830100059509277,0.13684290647506714,2.6735894762879715,0.9341755509376526,Other,False,False
case3,2176,256,2432,512,256,256,0.8910267949104309,1.4131520986557007,46.62891465263877,0.9892131535271488,0.3714880347251892,0.0,1.798736572265625,5.2384033203125,40.93881427862517,1.1927356719970703,1.2873636484146118,2.720489501953125,43.784333065137375,0.4859582185745239,0.8910267949104309,0.3714880347251892,1.5349680185317993,0.8270111083984375,1.2793595790863037,0.48007452487945557,-0.9077097773551941,-0.3963368535041809,-3.8252512216567993,-1.3073374032974243,0.01028519136120559,-0.0182409174994631,52.721405029296875,0.34066176414489746,0.0,0.716278076171875,0.056950174272060394,1.9649916071214553,2.1026015281677246,Other,False,False
